Age,Gender,Exercise Level,Sleep Hours,Work Hours per Week,Stress Score
25,Female,Low,7.1,28.4,47.54
23,Female,High,9.2,52.5,37.2
28,Female,Medium,8.4,60.8,49.48
61,Male,High,9.3,40.0,22.29
64,Female,High,6.5,31.3,29.23
18,Female,Medium,9.3,33.6,36.15
38,Male,High,5.5,63.0,67.3
57,Female,High,5.9,29.6,34.23
28,Female,High,8.4,48.7,35.97
55,Male,High,7.4,74.4,62.16
55,Male,Low,5.0,62.3,76.36
59,Male,Low,9.8,35.6,32.46
46,Female,Low,8.0,56.4,64.74
37,Female,Low,6.0,71.6,84.78
23,Female,Low,4.5,40.8,66.34
42,Male,High,7.3,32.8,38.72
53,Male,Medium,7.1,27.8,43.24
44,Male,Low,4.1,61.9,84.92
61,Female,Medium,9.6,20.7,23.76
39,Female,High,5.3,36.3,47.96
33,Male,Low,9.7,69.4,51.21
54,Male,Medium,5.9,47.1,54.64
59,Male,Low,8.3,49.8,48.48
44,Female,Low,9.0,41.6,51.6
32,Male,Low,8.5,60.0,66.75
25,Male,Medium,4.6,57.1,61.01
28,Male,Medium,9.3,54.6,39.37
52,Male,Low,6.2,22.7,56.35
49,Male,High,4.8,79.9,75.23
31,Male,Medium,4.3,20.3,49.08
61,Female,Medium,5.7,77.2,67.79
57,Male,Medium,7.3,24.8,40.81
30,Female,Low,5.5,77.3,76.31
56,Female,Medium,8.9,38.0,36.96
35,Female,Medium,6.1,40.0,48.67
61,Male,Low,5.5,45.0,64.7
47,Female,Medium,8.4,78.1,66.0
53,Female,Low,6.6,49.3,70.88
31,Male,Medium,7.2,32.1,35.66
31,Female,Low,6.6,24.3,52.05
43,Female,Medium,4.9,64.5,77.84
36,Male,High,9.2,20.1,20.13
45,Female,Medium,8.8,27.5,42.64
23,Male,High,6.8,79.9,61.87
31,Female,Low,5.5,67.7,71.35
52,Female,Medium,5.5,71.7,78.84
52,Female,Medium,4.9,38.6,57.66
22,Male,Low,8.9,48.2,57.37
51,Female,High,7.0,58.9,50.55
49,Female,Low,9.8,56.5,55.62
51,Male,High,8.9,54.1,31.01
57,Male,Low,8.8,67.1,59.47
21,Female,Low,8.2,24.9,38.64
44,Female,High,5.6,48.8,60.48
58,Female,Medium,6.1,64.8,71.3
21,Male,High,4.5,58.5,60.53
51,Female,Medium,8.4,43.3,40.53
53,Male,Low,8.2,65.6,71.42
51,Female,Medium,8.3,43.7,45.15
58,Male,Low,4.0,56.0,77.52
56,Male,Medium,8.9,47.5,37.67
46,Female,Low,5.0,45.5,74.19
54,Male,High,7.1,61.8,58.83
57,Male,High,4.3,46.2,58.67
63,Female,Low,4.8,62.8,79.99
34,Female,High,6.9,41.3,34.85
24,Male,High,5.5,23.0,40.97
25,Female,Medium,7.2,28.5,29.34
37,Female,Low,8.3,38.2,54.46
51,Male,Medium,5.8,22.1,34.88
58,Male,High,8.8,45.9,33.47
33,Male,High,4.7,53.4,54.05
26,Male,High,6.0,39.3,43.3
23,Female,Low,8.2,52.1,58.38
55,Female,High,4.8,69.6,73.97
29,Male,Low,9.2,22.6,34.67
57,Male,Medium,4.3,55.8,68.11
34,Male,High,9.8,55.5,38.05
29,Male,Low,8.6,74.3,65.22
38,Male,Low,5.8,29.6,60.65
36,Female,High,7.5,65.0,56.91
44,Female,Medium,4.1,54.2,71.7
57,Male,High,4.5,33.9,41.1
26,Female,Low,7.3,43.5,52.36
49,Female,Medium,9.1,37.8,37.69
38,Female,Medium,6.7,59.2,70.07
23,Female,High,6.5,79.4,62.94
34,Female,Low,6.9,29.7,46.46
52,Female,High,4.8,66.6,68.01
52,Female,Low,7.0,21.1,43.11
47,Female,Medium,4.3,53.8,68.4
26,Female,Low,9.5,44.2,40.12
48,Female,Medium,8.5,72.1,63.54
36,Male,Low,6.1,43.4,68.37
41,Female,Medium,5.0,41.5,58.99
25,Female,High,6.4,38.2,43.14
29,Female,Medium,7.7,44.3,40.53
19,Female,Low,6.7,65.3,75.12
64,Male,Low,6.5,49.1,60.49
45,Female,Medium,8.1,48.2,50.18
22,Male,Medium,6.2,39.1,54.6
54,Male,High,7.2,46.8,43.49
43,Female,Medium,8.4,50.7,54.42
44,Male,High,4.0,34.7,59.76
40,Male,Low,5.3,32.3,60.61
60,Female,High,6.6,62.3,55.65
57,Male,Medium,6.9,77.3,65.08
39,Male,Low,4.6,43.3,71.07
62,Female,Medium,4.2,27.7,48.93
56,Male,Low,4.4,21.9,62.91
63,Male,Medium,4.1,23.0,47.29
22,Male,High,6.0,63.7,50.19
64,Male,High,8.5,28.2,31.64
31,Female,Medium,9.7,54.7,37.59
35,Female,Medium,5.4,50.5,72.09
41,Female,Low,6.2,47.3,64.61
21,Male,Low,4.2,56.2,72.71
42,Male,High,6.9,67.0,55.27
34,Male,Low,5.0,66.6,75.9
25,Female,Low,7.9,21.1,44.26
58,Male,Low,5.6,63.4,74.59
46,Female,Low,8.5,21.8,40.03
36,Male,Low,8.3,22.9,43.9
57,Female,Low,5.5,35.6,63.88
54,Male,Medium,6.9,55.8,55.99
22,Male,High,5.2,32.8,34.51
32,Male,Low,6.7,49.6,59.0
46,Male,Low,8.2,63.3,62.44
63,Male,High,8.3,40.7,38.16
22,Female,High,8.0,31.8,30.46
56,Female,Medium,8.2,58.7,50.16
49,Female,High,9.7,79.2,47.67
29,Male,Medium,7.2,66.6,56.14
42,Male,High,9.0,62.3,48.94
52,Male,Low,8.3,63.3,66.27
21,Female,High,9.7,27.7,20.02
55,Male,Low,9.5,71.1,62.46
31,Male,Low,4.4,77.7,90.65
33,Female,Low,7.4,73.4,74.31
25,Female,Low,8.8,51.4,53.12
39,Female,High,8.1,60.5,58.98
48,Female,Low,6.2,57.6,80.35
46,Male,Low,8.3,28.1,53.47
39,Female,Low,4.7,60.4,83.99
35,Male,Medium,8.5,51.5,48.67
35,Female,High,7.5,36.9,46.84
38,Male,High,9.0,44.3,44.56
62,Male,Medium,4.5,43.2,62.74
41,Male,High,4.3,37.1,61.4
62,Female,Medium,9.0,41.6,39.39
50,Male,Low,7.0,27.9,62.07
36,Female,High,7.5,67.4,60.48
55,Female,Low,5.0,58.9,84.73
28,Male,High,6.6,68.4,52.94
35,Male,Medium,4.4,24.9,58.33
32,Female,Medium,7.6,39.5,33.93
30,Female,Low,4.6,75.4,91.99
52,Male,Low,4.2,37.8,70.78
49,Male,High,4.3,55.5,72.75
53,Female,Low,7.7,59.7,61.47
28,Male,Medium,8.1,23.5,36.5
32,Male,High,6.1,35.6,40.37
37,Female,Low,9.2,71.5,67.27
27,Female,Medium,9.0,59.7,44.52
22,Female,Medium,6.1,73.5,63.24
55,Male,Medium,4.8,43.4,58.0
34,Female,Medium,6.7,76.3,71.16
45,Female,Medium,5.5,65.5,74.95
29,Male,Medium,5.8,32.8,39.09
44,Female,Low,5.5,68.1,78.56
25,Male,High,6.9,72.2,54.81
64,Male,High,7.1,73.4,60.05
45,Male,Medium,7.0,33.3,48.32
27,Male,High,9.3,60.6,36.07
37,Female,Low,9.3,43.7,51.98
38,Male,Medium,8.0,75.9,65.85
64,Male,Medium,4.3,60.0,64.94
20,Male,Low,7.4,29.0,45.74
23,Male,High,6.9,31.5,25.26
43,Female,Medium,4.6,36.0,63.62
61,Female,High,9.8,73.2,41.15
58,Female,High,8.3,22.4,21.2
32,Female,Low,4.1,28.0,64.45
35,Female,High,7.6,47.0,44.62
57,Male,Medium,8.3,65.3,48.32
55,Male,Medium,4.3,59.1,66.88
38,Male,Medium,5.3,53.1,65.3
61,Male,Medium,4.3,38.0,59.64
53,Male,Low,8.5,33.0,38.27
52,Male,High,6.3,57.1,56.68
53,Male,High,7.4,47.0,44.31
62,Male,Low,8.4,48.2,49.82
32,Male,Medium,9.0,63.9,56.64
31,Female,Medium,6.1,78.2,68.43
46,Male,High,7.2,37.5,44.75
33,Male,Medium,9.2,77.2,54.31
61,Male,Low,7.2,65.2,69.55
53,Male,High,6.2,58.8,47.13
60,Female,Low,9.0,43.9,48.07
23,Male,Medium,9.2,64.5,55.18
23,Female,High,5.0,38.6,53.38
49,Female,High,8.6,76.5,53.42
31,Male,High,8.0,48.2,34.85
39,Male,High,8.9,29.7,33.13
64,Female,High,9.0,38.6,35.97
46,Female,Low,9.8,24.3,40.01
63,Female,High,8.6,39.7,32.21
34,Male,High,6.9,25.2,34.93
41,Male,High,6.0,53.7,58.99
48,Male,Medium,5.6,30.5,50.11
48,Male,Low,7.4,43.0,58.53
36,Male,Medium,9.5,61.1,55.34
61,Male,Low,7.7,31.3,49.03
28,Male,Medium,5.8,50.7,58.82
22,Female,Low,8.5,74.1,73.55
44,Female,Low,4.7,74.7,100.0
29,Female,Medium,8.0,22.6,35.09
44,Male,Low,4.3,45.6,85.29
20,Male,Low,6.4,65.9,79.37
25,Male,Medium,5.8,70.5,60.73
40,Male,Medium,5.8,59.5,74.42
62,Male,High,7.1,51.7,52.23
35,Female,High,4.1,50.1,66.4
36,Female,High,5.4,39.0,59.67
44,Female,Medium,9.1,53.2,52.3
34,Female,High,6.0,77.1,56.88
49,Male,Low,6.4,22.0,59.33
36,Female,High,6.6,63.6,66.6
44,Male,Medium,7.8,72.9,67.28
30,Female,High,4.7,28.3,39.24
52,Male,High,8.6,24.1,16.81
63,Female,Medium,7.8,33.3,31.62
37,Female,Medium,6.6,62.4,67.94
38,Female,Low,8.4,22.5,36.74
58,Male,Low,5.9,44.6,62.65
31,Female,Medium,8.3,58.7,45.36
42,Female,Low,4.9,62.5,78.61
49,Female,High,5.8,23.5,35.41
58,Female,High,7.6,47.3,38.56
34,Female,Medium,9.2,20.8,25.6
58,Male,Medium,5.9,46.6,49.91
31,Female,Medium,9.0,35.7,35.4
21,Male,Low,5.0,53.9,69.87
35,Male,High,6.4,43.9,44.56
39,Female,High,6.2,77.1,77.55
47,Male,Low,7.6,63.5,67.42
21,Female,High,7.6,68.0,45.18
32,Male,High,9.8,39.2,15.76
59,Female,High,5.2,65.1,70.56
55,Male,Medium,9.9,41.0,39.54
33,Female,Medium,8.8,46.0,45.89
31,Female,High,6.8,33.7,30.15
19,Male,Low,6.3,21.1,50.83
18,Female,Low,4.3,69.1,93.12
19,Male,Low,5.0,59.2,77.54
39,Male,High,8.6,61.3,46.34
62,Female,Low,9.8,45.5,51.1
44,Female,High,7.5,31.5,38.31
24,Male,Medium,4.7,45.0,52.16
58,Male,Low,4.5,61.0,82.56
52,Female,Low,5.6,65.8,74.8
23,Female,Low,6.2,26.0,53.34
21,Male,Low,6.7,39.8,61.01
62,Female,Low,8.9,50.5,53.18
51,Female,Medium,8.7,37.8,37.52
51,Male,High,7.8,53.3,46.69
24,Male,High,6.4,69.6,54.4
40,Male,Low,6.4,79.2,81.13
37,Female,Medium,6.8,53.7,54.82
56,Female,Low,6.4,36.8,64.91
40,Male,High,7.9,70.9,56.78
20,Female,Low,8.9,52.4,47.79
62,Male,High,8.7,54.5,33.46
53,Female,High,7.3,54.6,41.11
52,Female,High,6.4,65.7,57.33
46,Male,Low,6.5,67.2,80.81
29,Female,Low,6.9,26.7,46.55
38,Male,Low,9.3,60.6,59.59
39,Female,Medium,9.3,29.6,31.55
56,Male,High,4.0,75.9,73.27
46,Female,Medium,7.8,42.5,43.57
54,Male,Medium,8.1,21.1,25.51
51,Female,Low,6.2,40.2,56.79
32,Female,Low,5.2,25.7,49.24
62,Female,Low,6.4,71.1,84.51
56,Female,High,9.0,27.3,27.23
64,Female,Low,5.8,56.8,65.09
21,Female,Medium,9.7,30.8,29.3
62,Female,Medium,8.6,51.5,41.09
37,Female,High,6.0,40.2,43.71
48,Female,Medium,8.9,35.8,32.03
61,Male,High,9.3,68.5,44.98
34,Female,High,5.7,66.9,54.18
46,Female,Medium,8.1,68.7,56.73
47,Female,High,6.1,64.4,63.39
31,Male,Low,8.7,60.7,57.79
62,Female,High,5.8,72.4,69.47
35,Female,Low,8.2,35.5,59.76
64,Female,Low,9.7,68.3,57.74
44,Male,Low,9.6,27.7,34.77
52,Female,Medium,5.2,78.2,70.15
41,Male,Medium,4.2,75.1,80.23
57,Male,High,4.4,67.5,70.22
63,Male,Medium,8.6,49.1,41.66
33,Female,Medium,5.7,24.7,36.59
23,Male,Medium,6.3,56.8,60.02
62,Female,Low,4.7,69.3,85.18
60,Female,Medium,4.6,41.1,57.78
27,Male,Medium,7.0,77.1,70.46
46,Male,Low,10.0,42.3,44.83
61,Male,Low,9.4,74.8,60.68
43,Female,High,8.2,77.1,53.65
31,Male,Low,4.9,34.0,68.31
51,Female,Medium,5.9,57.0,62.85
42,Male,Medium,9.3,31.9,39.31
38,Male,High,6.8,23.5,39.81
56,Female,Medium,5.7,54.2,65.94
43,Female,Low,4.3,30.1,63.41
40,Male,High,4.5,27.9,49.85
39,Female,High,8.0,40.0,37.93
21,Female,High,5.5,31.8,32.47
45,Female,Medium,6.5,32.4,48.39
19,Female,Low,5.5,38.7,55.25
45,Male,Medium,4.1,78.4,83.62
44,Male,High,4.8,26.2,51.19
37,Male,Low,8.2,74.3,80.56
30,Female,Low,9.0,75.7,64.86
36,Male,Low,5.9,79.7,83.1
38,Female,High,4.3,34.6,49.09
21,Female,Low,6.6,65.3,72.86
26,Male,Medium,6.0,25.1,48.09
21,Male,High,4.7,53.9,53.41
56,Male,High,5.5,23.1,29.28
34,Male,Low,8.8,77.9,62.22
36,Female,High,5.8,27.6,44.01
43,Female,High,5.8,53.7,62.21
45,Female,Low,4.6,63.9,91.61
47,Female,Low,8.9,20.3,48.52
24,Male,High,6.7,65.5,47.17
19,Female,Low,6.4,30.6,50.17
40,Female,Low,10.0,26.9,42.79
46,Female,High,4.6,77.9,85.69
61,Female,High,7.1,54.2,43.02
53,Male,Medium,7.5,74.6,59.25
30,Male,High,6.0,76.2,58.2
56,Male,Medium,8.7,47.7,50.54
27,Male,Medium,4.6,55.3,70.06
35,Male,Low,4.6,57.0,82.58
32,Male,Low,9.9,23.8,37.19
52,Female,Medium,9.5,76.1,52.83
64,Female,Low,8.5,53.8,50.91
57,Female,High,8.8,65.5,52.34
42,Female,Medium,6.9,55.1,68.9
44,Female,High,8.4,62.1,54.22
33,Male,Low,6.0,57.5,75.11
61,Male,Low,9.3,36.5,37.25
58,Female,Low,6.8,27.1,55.62
50,Male,Low,7.4,43.9,64.91
32,Male,Low,7.0,40.2,51.55
20,Female,High,8.2,27.3,17.54
27,Male,Low,4.6,44.1,76.51
36,Female,Medium,5.4,26.1,50.38
46,Male,High,5.2,75.2,80.73
61,Male,High,4.3,54.0,57.29
55,Male,Low,4.6,78.8,88.06
59,Male,Low,5.9,71.4,81.77
35,Male,Low,7.4,24.6,45.35
44,Female,Low,8.8,45.0,49.29
63,Female,Medium,5.7,31.3,44.43
37,Male,Low,6.0,36.3,65.3
39,Female,Low,4.1,27.1,74.03
20,Female,Medium,8.1,77.2,61.21
19,Female,High,4.9,28.2,42.49
38,Female,High,6.5,57.1,56.09
19,Male,High,6.2,70.5,58.17
19,Female,Low,9.5,48.1,43.27
25,Male,High,4.6,43.5,52.92
23,Male,Low,6.5,21.1,38.86
28,Male,High,9.8,22.3,21.16
57,Female,High,7.3,24.2,29.65
37,Male,High,5.5,66.4,68.27
58,Male,Medium,9.2,46.9,47.29
60,Male,Medium,8.9,33.5,39.22
18,Male,Low,4.4,70.2,79.9
31,Female,High,7.5,71.3,61.2
28,Female,High,8.0,21.6,19.92
39,Male,Medium,7.0,40.3,55.89
32,Male,High,4.3,37.5,54.35
47,Female,High,5.2,57.4,61.34
49,Male,High,4.1,56.6,72.33
34,Female,High,8.9,29.6,18.79
35,Male,High,9.4,63.6,46.61
63,Male,Low,5.4,21.0,55.02
39,Male,High,7.5,58.8,60.17
35,Male,High,9.9,71.8,46.07
35,Male,High,6.5,34.8,43.7
40,Female,Medium,7.3,21.4,43.63
59,Male,High,7.3,40.8,33.74
52,Male,High,4.4,46.4,52.37
62,Male,Medium,5.5,28.2,53.05
35,Male,High,6.1,40.4,55.94
43,Male,Low,4.7,21.7,56.26
19,Male,High,9.1,65.5,38.89
38,Female,Low,9.7,66.4,70.36
47,Male,Medium,10.0,24.6,27.38
44,Female,Medium,9.0,72.7,57.39
38,Female,Low,9.8,39.7,54.02
60,Male,High,8.0,47.8,40.93
21,Male,Medium,5.4,72.7,77.16
45,Female,Low,4.6,71.1,93.37
27,Female,Medium,8.6,32.5,31.33
42,Female,Low,8.7,64.2,70.47
57,Male,High,4.8,60.4,63.97
26,Female,High,7.1,67.0,58.23
27,Female,Medium,7.8,52.8,44.01
53,Male,Medium,8.5,53.2,44.57
55,Male,High,4.2,79.3,79.03
30,Female,High,6.4,50.8,52.16
21,Male,Medium,7.1,56.2,52.58
20,Male,Low,8.2,56.8,58.57
40,Male,High,5.1,35.4,44.16
30,Female,Medium,9.5,70.8,49.93
62,Female,High,5.9,67.6,55.36
45,Male,Low,4.1,73.9,97.36
49,Male,Low,7.7,50.5,72.17
26,Female,Low,4.8,20.3,57.19
47,Male,Medium,4.5,24.4,50.44
20,Male,High,6.8,48.0,39.48
42,Female,Low,7.7,78.6,74.53
42,Male,High,9.8,66.3,52.33
34,Female,Medium,9.6,25.7,26.03
58,Female,Low,4.7,22.0,51.43
18,Male,High,8.0,66.7,52.63
62,Female,Low,7.6,38.9,54.11
40,Male,Low,9.9,44.7,54.15
46,Female,Low,4.2,41.8,78.3
25,Female,Medium,5.0,70.3,79.66
60,Female,Medium,8.4,56.1,51.57
40,Female,High,5.3,63.7,69.35
45,Male,Medium,8.7,40.3,41.53
60,Female,Medium,7.7,73.4,57.74
43,Male,Low,7.0,45.9,72.47
22,Female,High,7.5,40.7,37.38
61,Female,High,7.0,77.5,56.16
25,Female,Medium,9.3,71.4,49.61
33,Male,Low,6.5,31.3,44.13
32,Female,Low,9.8,73.1,52.13
40,Female,Medium,7.5,62.0,64.65
46,Male,Low,9.9,72.9,73.62
24,Male,Low,5.1,50.0,74.56
48,Male,Low,6.1,70.8,91.23
50,Female,High,8.7,23.9,21.65
28,Male,High,5.5,39.6,45.47
19,Male,Medium,8.6,28.7,29.3
47,Male,Low,5.5,39.6,62.11
32,Female,Low,6.1,36.9,62.65
38,Male,Low,9.7,54.1,50.98
48,Female,Medium,9.2,61.6,55.33
64,Male,Medium,7.4,50.0,50.13
41,Female,Low,4.1,69.4,99.43
25,Male,Medium,9.8,27.2,27.18
58,Male,Low,7.5,64.2,60.29
31,Female,Low,7.2,58.3,61.19
53,Male,High,4.3,33.0,56.83
22,Female,High,9.3,32.8,29.64
35,Male,High,4.0,71.2,81.26
35,Male,Low,9.9,46.1,45.28
46,Female,High,7.4,46.5,47.27
40,Female,Medium,7.9,79.2,62.92
37,Male,Medium,4.1,39.1,63.56
61,Female,Medium,5.8,35.9,44.24
21,Male,Low,5.4,27.3,47.38
18,Male,Low,8.2,38.5,53.97
32,Female,Medium,7.4,67.5,59.62
53,Female,Low,6.8,45.5,57.44
64,Male,Low,8.8,58.6,63.1
24,Female,Medium,5.3,28.2,47.08
37,Male,Low,5.3,32.1,71.45
58,Male,Medium,6.1,32.8,44.95
25,Male,High,9.0,71.2,41.47
53,Female,High,5.3,43.6,43.45
22,Female,High,7.1,62.0,43.51
37,Female,Low,7.9,52.5,68.55
61,Male,High,5.9,38.4,47.06
19,Female,High,5.3,48.1,46.65
59,Female,High,9.9,29.5,19.09
56,Male,Medium,8.7,24.3,34.97
21,Male,Medium,6.1,47.9,60.35
53,Male,Low,7.6,20.8,34.71
64,Female,High,6.0,77.3,63.82
44,Female,Medium,4.9,54.8,73.41
62,Male,Low,4.5,45.6,79.69
49,Female,Medium,6.5,68.0,67.42
30,Female,High,9.2,49.2,26.34
37,Male,Medium,7.2,61.0,65.17
28,Male,Medium,8.5,43.0,37.29
18,Male,High,6.3,66.7,60.29
22,Male,High,4.8,59.6,60.92
25,Female,High,7.0,29.7,29.46
30,Male,High,4.6,29.6,37.11
45,Female,Medium,5.3,35.8,53.07
20,Female,Low,8.3,72.9,69.57
43,Female,Medium,7.0,36.5,49.35
33,Male,Low,5.7,48.6,65.87
53,Female,Medium,6.3,51.8,58.57
37,Female,Medium,9.3,36.2,30.3
25,Female,Low,8.2,79.2,71.69
18,Female,Low,4.9,57.8,79.16
43,Male,High,6.5,25.8,31.43
39,Male,Low,7.5,64.3,73.43
60,Female,Low,5.7,25.7,49.63
27,Male,Low,8.9,44.7,52.04
59,Female,Medium,5.6,29.5,40.19
30,Male,Low,5.0,32.2,63.27
57,Female,Low,4.3,23.7,67.78
35,Male,High,9.5,50.3,33.91
51,Male,High,7.6,60.1,50.79
46,Female,Medium,9.0,65.5,53.61
34,Male,Low,7.6,53.5,57.54
21,Female,Medium,8.5,37.7,39.92
38,Male,Medium,5.3,27.7,51.84
32,Male,Medium,7.1,75.3,66.84
39,Male,Medium,5.3,63.0,69.3
59,Female,Low,8.2,27.1,39.29
62,Female,Medium,5.7,64.0,60.87
59,Female,Low,8.3,28.5,49.31
20,Female,High,6.7,39.7,33.31
31,Male,Medium,6.6,25.5,44.79
46,Male,High,4.5,70.2,76.61
22,Female,Low,8.2,75.6,74.45
34,Female,Medium,5.8,33.1,43.68
49,Male,Medium,9.8,75.9,59.79
32,Female,Low,9.5,64.9,59.15
23,Female,Low,8.6,42.0,48.69
47,Female,Medium,5.9,21.2,39.8
42,Male,Low,5.0,23.3,64.21
34,Male,Medium,9.2,32.8,26.44
46,Female,High,5.8,52.6,56.98
41,Male,Low,5.9,29.7,66.54
34,Male,High,5.1,42.6,48.29
59,Male,Medium,8.6,48.9,46.86
64,Male,High,5.5,52.6,59.27
31,Male,High,8.1,51.3,46.14
23,Male,Medium,9.7,44.8,41.05
18,Male,High,6.3,42.5,38.58
50,Female,Low,8.2,23.2,51.03
40,Male,Low,5.9,48.9,73.68
57,Male,Medium,4.6,43.8,60.98
20,Female,High,8.8,77.7,49.71
27,Female,High,5.3,37.5,50.47
32,Female,Medium,8.6,21.4,23.89
40,Female,Low,4.5,57.5,83.33
20,Female,High,8.1,77.6,53.28
27,Male,High,9.4,78.3,52.82
25,Male,Low,9.7,73.0,53.99
47,Male,High,6.5,72.6,66.81
23,Male,Medium,8.8,57.5,45.34
35,Female,Low,9.8,51.2,52.82
57,Female,Low,8.4,51.9,61.95
44,Female,High,9.3,42.3,27.74
61,Male,High,7.3,74.4,60.14
51,Female,Medium,9.2,67.7,59.22
34,Female,High,6.0,38.7,48.95
36,Male,High,7.4,44.7,48.99
45,Male,Medium,6.6,72.3,71.07
27,Male,Low,5.2,71.6,76.57
26,Female,High,7.6,54.5,48.23
25,Female,Low,7.4,37.5,49.44
26,Female,Medium,7.0,43.3,48.38
55,Female,High,8.1,58.7,48.54
19,Female,High,7.7,44.0,28.81
64,Male,Low,6.7,69.0,75.59
45,Female,High,7.7,23.9,32.1
55,Female,Low,8.0,21.1,44.53
32,Female,Low,9.0,61.7,58.66
25,Male,Low,6.7,71.0,76.25
61,Male,High,4.7,27.2,47.2
40,Female,Medium,10.0,20.2,17.62
49,Male,Medium,7.9,28.2,41.78
20,Female,Low,9.3,76.7,58.41
46,Female,Low,9.9,62.5,53.33
21,Male,Low,8.4,31.0,42.78
57,Female,Low,4.5,41.3,76.54
32,Female,High,9.5,51.1,25.08
52,Male,Low,9.6,61.6,61.93
30,Female,Low,9.8,21.0,36.53
27,Female,Medium,5.4,72.6,76.7
42,Female,Low,7.4,58.2,74.17
30,Female,Low,5.9,65.8,82.44
39,Male,Low,7.5,72.0,85.13
63,Female,Medium,5.5,46.0,53.96
51,Male,Low,8.1,35.6,48.33
56,Male,Low,4.3,60.4,82.91
35,Female,High,9.0,45.7,40.4
47,Female,Low,9.5,30.5,49.12
55,Female,Medium,4.9,75.4,78.83
20,Female,Medium,4.3,55.2,63.66
56,Male,Low,5.7,67.8,76.22
53,Female,Low,6.2,56.1,71.96
60,Male,Low,5.6,51.8,76.59
53,Male,High,9.9,36.2,26.17
25,Female,High,5.6,30.2,38.49
32,Female,Low,4.0,40.6,77.38
23,Male,High,5.2,41.4,42.4
52,Male,Low,10.0,29.8,28.69
41,Male,High,6.1,45.7,57.63
32,Male,Low,7.8,43.2,59.05
24,Male,Low,4.2,22.7,56.15
63,Female,Low,7.5,51.3,58.11
53,Female,High,5.2,59.3,52.43
19,Male,Low,7.0,41.7,50.35
32,Female,High,9.5,70.9,40.95
25,Female,Medium,6.5,59.2,66.45
23,Male,Low,8.9,34.2,41.38
30,Male,Medium,6.3,25.5,33.54
51,Female,Medium,7.7,63.0,60.92
32,Male,Low,6.6,25.0,41.52
44,Female,Medium,4.7,74.9,77.53
57,Male,High,4.6,39.1,44.01
43,Female,High,4.4,55.3,67.82
28,Male,High,8.4,67.4,43.51
22,Male,High,7.3,77.7,53.02
39,Male,Low,9.2,75.8,68.86
39,Male,High,6.4,79.2,69.59
28,Male,Medium,4.4,54.1,66.67
42,Female,High,7.0,40.7,39.81
55,Male,Low,7.0,33.9,53.75
47,Male,High,9.4,25.1,19.33
26,Male,Medium,4.2,47.8,60.24
36,Female,Medium,8.6,61.8,52.34
27,Female,Medium,9.4,46.3,32.19
21,Female,High,5.5,38.7,49.98
51,Female,Medium,8.4,32.4,34.4
41,Male,Low,8.2,78.5,85.72
26,Male,High,4.1,40.3,50.93
22,Male,High,6.0,30.2,38.15
44,Male,High,6.0,37.6,43.5
29,Male,High,6.1,22.2,26.86
25,Female,High,5.2,31.1,38.21
55,Male,High,4.1,64.3,75.55
47,Female,Medium,6.0,30.3,52.85
43,Male,High,9.6,56.1,35.37
46,Female,High,6.1,42.5,49.71
37,Female,Low,9.7,72.7,65.53
18,Female,Medium,7.2,26.9,36.81
43,Female,Medium,7.9,74.7,65.41
33,Female,Low,7.4,58.9,66.44
64,Female,Medium,8.2,30.6,34.51
53,Male,Low,8.1,64.8,59.64
18,Female,Medium,4.6,31.9,51.49
62,Female,Low,5.7,60.4,82.01
53,Female,High,7.4,34.7,36.87
57,Female,High,8.1,59.1,38.05
18,Male,Low,8.5,71.4,62.62
59,Female,Low,5.5,43.1,58.9
26,Female,Medium,8.9,53.3,39.43
33,Female,Medium,8.0,46.8,50.58
34,Male,High,8.3,22.1,28.46
28,Female,Medium,5.5,42.9,51.33
19,Female,Low,7.9,64.3,56.29
62,Male,Low,7.2,67.2,72.28
25,Female,High,8.8,30.8,28.11
44,Male,Low,4.5,29.6,71.84
55,Male,Low,5.9,56.4,66.96
44,Female,Low,8.4,42.0,54.27
50,Female,Low,8.3,53.1,66.89
57,Male,Low,4.0,79.3,96.91
21,Female,High,6.8,53.9,50.12
34,Male,Medium,5.1,70.4,65.83
63,Female,Low,8.2,32.3,39.34
22,Female,Low,8.5,76.0,63.55
19,Male,High,9.2,67.8,40.34
19,Female,High,8.1,53.6,35.29
32,Male,Low,6.5,32.1,50.66
57,Female,Medium,9.1,46.1,37.63
59,Male,High,6.3,20.5,36.11
56,Male,Medium,7.5,69.9,56.83
49,Male,High,7.0,57.1,47.89
23,Male,High,4.7,79.4,68.79
52,Male,Medium,6.2,65.2,68.04
34,Female,Medium,6.7,23.1,33.26
63,Male,Low,10.0,43.3,41.81
18,Male,Low,4.6,61.2,78.11
20,Female,High,4.0,57.0,55.84
18,Female,Medium,7.2,61.0,51.76
36,Male,High,6.7,59.7,60.85
24,Male,Low,6.4,67.1,78.37
32,Female,High,5.4,59.4,51.82
21,Female,Medium,7.3,60.0,61.59
56,Female,Medium,7.0,76.7,72.21
38,Male,Medium,7.1,27.5,51.09
58,Female,High,9.7,79.8,56.6
62,Male,High,9.2,69.9,42.76
36,Female,Medium,9.5,44.3,39.99
59,Male,High,5.1,71.9,65.9
38,Female,High,5.8,48.1,61.27
19,Male,Low,8.0,73.2,72.66
40,Male,High,9.4,40.9,26.97
45,Female,Low,5.3,68.2,85.0
